Loading acuteinflammation 6 2 70 23
Loading acutenephritis 6 2 70 23
Loading balancescale 4 3 373 124
Loading blood 4 2 447 149
Loading breastcancer 9 2 170 56
Loading breastcancerwisc 9 2 418 139
Loading breasttissue 9 6 62 20
Loading ecoli 7 8 200 66
Loading energyy1 8 3 459 153
Loading energyy2 8 3 459 153
Loading fertility 9 2 58 19
Loading glass 9 6 127 42
Loading habermansurvival 3 2 182 60
Loading hayesroth 3 3 93 31
Loading ilpdindianliver 9 2 348 116
Loading iris 4 3 88 29
Loading mammographic 5 2 575 191
Loading monks1 6 2 331 110
Loading monks2 6 2 358 119
Loading monks3 6 2 330 110
Loading pima 8 2 459 153
Loading pittsburgbridgesMATERIAL 7 3 62 20
Loading pittsburgbridgesRELL 7 3 60 20
Loading pittsburgbridgesSPAN 7 3 54 18
Loading pittsburgbridgesTORD 7 2 60 20
Loading pittsburgbridgesTYPE 7 6 61 20
Loading postoperative 8 3 52 17
Loading seeds 7 3 124 41
Loading teaching 5 3 89 29
Loading tictactoe 9 2 573 191
Loading vertebralcolumn2clases 6 2 184 61
Loading vertebralcolumn3clases 6 3 184 61
Finish data loading.
Training with penalty:0.0001 seed:1.
The ID for this training is 1658711725.
| epoch:    0 | TA: 64.73 | TL: 7.013e-01 | VA: 45.84 | VL: 7.165e-01 | Norm: 3.88e-03 | time: 1.49e-01 |
| epoch: 4000 | TA: 101.71 | TL: 3.220e-01 | VA: 96.84 | VL: 3.650e-01 | Norm: 1.50e-01 | time: 1.45e+01 |
| epoch: 4100 | TA: 102.96 | TL: 3.225e-01 | VA: 97.61 | VL: 3.657e-01 | Norm: 1.49e-01 | time: 1.46e+01 |
| epoch: 4200 | TA: 101.09 | TL: 3.218e-01 | VA: 97.66 | VL: 3.670e-01 | Norm: 1.48e-01 | time: 1.46e+01 |
| epoch: 4300 | TA: 102.59 | TL: 3.217e-01 | VA: 96.64 | VL: 3.661e-01 | Norm: 1.47e-01 | time: 1.46e+01 |
| epoch: 4400 | TA: 102.59 | TL: 3.216e-01 | VA: 97.60 | VL: 3.655e-01 | Norm: 1.47e-01 | time: 1.46e+01 |
| epoch: 4500 | TA: 101.63 | TL: 3.212e-01 | VA: 96.39 | VL: 3.662e-01 | Norm: 1.46e-01 | time: 1.46e+01 |
| epoch: 4600 | TA: 101.92 | TL: 3.210e-01 | VA: 97.16 | VL: 3.651e-01 | Norm: 1.45e-01 | time: 1.46e+01 |
| epoch: 4700 | TA: 101.50 | TL: 3.209e-01 | VA: 96.35 | VL: 3.661e-01 | Norm: 1.45e-01 | time: 1.46e+01 |
Early stop.
Finished.
Training with penalty:0.00015 seed:1.
The ID for this training is 1658712432.
| epoch:    0 | TA: 64.73 | TL: 7.013e-01 | VA: 45.84 | VL: 7.165e-01 | Norm: 3.88e-03 | time: 1.42e-01 |
| epoch:  100 | TA: 100.61 | TL: 3.585e-01 | VA: 97.56 | VL: 3.815e-01 | Norm: 1.05e-01 | time: 1.44e+01 |
| epoch:  200 | TA: 102.52 | TL: 3.383e-01 | VA: 98.43 | VL: 3.710e-01 | Norm: 1.24e-01 | time: 1.42e+01 |
| epoch:  300 | TA: 103.10 | TL: 3.393e-01 | VA: 98.63 | VL: 3.733e-01 | Norm: 1.31e-01 | time: 1.43e+01 |
| epoch:  400 | TA: 101.96 | TL: 3.477e-01 | VA: 97.23 | VL: 3.845e-01 | Norm: 1.37e-01 | time: 1.44e+01 |
| epoch:  500 | TA: 104.31 | TL: 3.327e-01 | VA: 99.42 | VL: 3.712e-01 | Norm: 1.49e-01 | time: 1.45e+01 |
| epoch:  600 | TA: 103.79 | TL: 3.303e-01 | VA: 98.55 | VL: 3.694e-01 | Norm: 1.51e-01 | time: 1.46e+01 |
| epoch:  700 | TA: 102.55 | TL: 3.314e-01 | VA: 98.55 | VL: 3.708e-01 | Norm: 1.56e-01 | time: 1.46e+01 |
| epoch:  800 | TA: 103.45 | TL: 3.284e-01 | VA: 99.21 | VL: 3.688e-01 | Norm: 1.56e-01 | time: 1.47e+01 |
| epoch:  900 | TA: 102.37 | TL: 3.273e-01 | VA: 98.96 | VL: 3.673e-01 | Norm: 1.57e-01 | time: 1.47e+01 |
| epoch: 1000 | TA: 101.39 | TL: 3.275e-01 | VA: 95.30 | VL: 3.669e-01 | Norm: 1.57e-01 | time: 1.46e+01 |
| epoch: 1100 | TA: 103.04 | TL: 3.275e-01 | VA: 96.11 | VL: 3.671e-01 | Norm: 1.58e-01 | time: 1.46e+01 |
| epoch: 1200 | TA: 101.81 | TL: 3.264e-01 | VA: 97.52 | VL: 3.659e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 1300 | TA: 102.00 | TL: 3.255e-01 | VA: 98.16 | VL: 3.653e-01 | Norm: 1.59e-01 | time: 1.47e+01 |
| epoch: 1400 | TA: 101.35 | TL: 3.256e-01 | VA: 97.85 | VL: 3.648e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 1500 | TA: 102.77 | TL: 3.255e-01 | VA: 97.42 | VL: 3.641e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 1600 | TA: 101.51 | TL: 3.248e-01 | VA: 96.53 | VL: 3.641e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 1700 | TA: 101.71 | TL: 3.244e-01 | VA: 96.44 | VL: 3.636e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 1800 | TA: 101.55 | TL: 3.242e-01 | VA: 96.31 | VL: 3.629e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 1900 | TA: 101.37 | TL: 3.236e-01 | VA: 95.54 | VL: 3.652e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 2000 | TA: 101.73 | TL: 3.235e-01 | VA: 95.98 | VL: 3.650e-01 | Norm: 1.59e-01 | time: 1.48e+01 |
| epoch: 2100 | TA: 101.24 | TL: 3.231e-01 | VA: 96.21 | VL: 3.643e-01 | Norm: 1.58e-01 | time: 1.48e+01 |
| epoch: 2200 | TA: 101.82 | TL: 3.216e-01 | VA: 97.65 | VL: 3.633e-01 | Norm: 1.58e-01 | time: 1.49e+01 |
| epoch: 2300 | TA: 102.35 | TL: 3.215e-01 | VA: 98.38 | VL: 3.623e-01 | Norm: 1.58e-01 | time: 1.48e+01 |
| epoch: 2400 | TA: 101.41 | TL: 3.217e-01 | VA: 96.17 | VL: 3.631e-01 | Norm: 1.58e-01 | time: 1.49e+01 |
| epoch: 2500 | TA: 101.61 | TL: 3.210e-01 | VA: 96.89 | VL: 3.617e-01 | Norm: 1.58e-01 | time: 1.48e+01 |
| epoch: 2600 | TA: 101.03 | TL: 3.212e-01 | VA: 97.36 | VL: 3.619e-01 | Norm: 1.58e-01 | time: 1.48e+01 |
| epoch: 2700 | TA: 103.09 | TL: 3.215e-01 | VA: 100.08 | VL: 3.610e-01 | Norm: 1.57e-01 | time: 1.49e+01 |
| epoch: 2800 | TA: 101.75 | TL: 3.207e-01 | VA: 97.90 | VL: 3.601e-01 | Norm: 1.57e-01 | time: 1.48e+01 |
| epoch: 2900 | TA: 102.76 | TL: 3.202e-01 | VA: 98.16 | VL: 3.596e-01 | Norm: 1.57e-01 | time: 1.49e+01 |
| epoch: 3000 | TA: 102.30 | TL: 3.204e-01 | VA: 99.44 | VL: 3.593e-01 | Norm: 1.56e-01 | time: 1.49e+01 |
| epoch: 3100 | TA: 102.09 | TL: 3.200e-01 | VA: 98.23 | VL: 3.586e-01 | Norm: 1.56e-01 | time: 1.48e+01 |
| epoch: 3200 | TA: 102.66 | TL: 3.190e-01 | VA: 97.82 | VL: 3.596e-01 | Norm: 1.55e-01 | time: 1.49e+01 |
| epoch: 3300 | TA: 102.32 | TL: 3.190e-01 | VA: 98.31 | VL: 3.593e-01 | Norm: 1.55e-01 | time: 1.49e+01 |
| epoch: 3400 | TA: 102.05 | TL: 3.188e-01 | VA: 97.47 | VL: 3.586e-01 | Norm: 1.54e-01 | time: 1.48e+01 |
| epoch: 3500 | TA: 102.75 | TL: 3.180e-01 | VA: 98.87 | VL: 3.587e-01 | Norm: 1.54e-01 | time: 1.49e+01 |
| epoch: 3600 | TA: 102.39 | TL: 3.183e-01 | VA: 97.06 | VL: 3.594e-01 | Norm: 1.53e-01 | time: 1.49e+01 |
| epoch: 3700 | TA: 102.10 | TL: 3.179e-01 | VA: 98.55 | VL: 3.584e-01 | Norm: 1.52e-01 | time: 1.49e+01 |
| epoch: 3800 | TA: 103.12 | TL: 3.176e-01 | VA: 97.89 | VL: 3.585e-01 | Norm: 1.52e-01 | time: 1.48e+01 |
| epoch: 3900 | TA: 100.94 | TL: 3.171e-01 | VA: 96.50 | VL: 3.585e-01 | Norm: 1.51e-01 | time: 1.49e+01 |
| epoch: 4000 | TA: 103.20 | TL: 3.168e-01 | VA: 97.92 | VL: 3.590e-01 | Norm: 1.50e-01 | time: 1.49e+01 |
| epoch: 4100 | TA: 102.17 | TL: 3.172e-01 | VA: 98.87 | VL: 3.586e-01 | Norm: 1.49e-01 | time: 1.48e+01 |
| epoch: 4200 | TA: 102.73 | TL: 3.169e-01 | VA: 97.99 | VL: 3.579e-01 | Norm: 1.49e-01 | time: 1.49e+01 |
| epoch: 4300 | TA: 102.21 | TL: 3.165e-01 | VA: 98.42 | VL: 3.579e-01 | Norm: 1.48e-01 | time: 1.49e+01 |
| epoch: 4400 | TA: 103.20 | TL: 3.163e-01 | VA: 97.51 | VL: 3.586e-01 | Norm: 1.47e-01 | time: 1.49e+01 |
| epoch: 4500 | TA: 101.53 | TL: 3.166e-01 | VA: 95.98 | VL: 3.584e-01 | Norm: 1.46e-01 | time: 1.48e+01 |
| epoch: 4600 | TA: 103.17 | TL: 3.158e-01 | VA: 98.33 | VL: 3.585e-01 | Norm: 1.45e-01 | time: 1.51e+01 |
| epoch: 4700 | TA: 103.31 | TL: 3.163e-01 | VA: 98.45 | VL: 3.583e-01 | Norm: 1.44e-01 | time: 1.52e+01 |
| epoch: 4800 | TA: 102.40 | TL: 3.157e-01 | VA: 96.34 | VL: 3.584e-01 | Norm: 1.43e-01 | time: 1.51e+01 |
| epoch: 4900 | TA: 103.16 | TL: 3.159e-01 | VA: 99.50 | VL: 3.585e-01 | Norm: 1.42e-01 | time: 1.51e+01 |
| epoch: 5000 | TA: 102.59 | TL: 3.154e-01 | VA: 98.03 | VL: 3.585e-01 | Norm: 1.41e-01 | time: 1.50e+01 |
| epoch: 5100 | TA: 102.75 | TL: 3.153e-01 | VA: 97.76 | VL: 3.580e-01 | Norm: 1.40e-01 | time: 1.50e+01 |
| epoch: 5200 | TA: 103.42 | TL: 3.154e-01 | VA: 96.94 | VL: 3.593e-01 | Norm: 1.39e-01 | time: 1.50e+01 |
| epoch: 5300 | TA: 101.98 | TL: 3.155e-01 | VA: 98.19 | VL: 3.586e-01 | Norm: 1.38e-01 | time: 1.51e+01 |
| epoch: 5400 | TA: 101.73 | TL: 3.152e-01 | VA: 98.04 | VL: 3.583e-01 | Norm: 1.37e-01 | time: 1.51e+01 |
| epoch: 5500 | TA: 102.11 | TL: 3.149e-01 | VA: 97.27 | VL: 3.578e-01 | Norm: 1.36e-01 | time: 1.50e+01 |
| epoch: 5600 | TA: 103.54 | TL: 3.149e-01 | VA: 97.76 | VL: 3.583e-01 | Norm: 1.35e-01 | time: 1.50e+01 |
| epoch: 5700 | TA: 102.69 | TL: 3.147e-01 | VA: 98.89 | VL: 3.580e-01 | Norm: 1.34e-01 | time: 1.49e+01 |
| epoch: 5800 | TA: 101.82 | TL: 3.145e-01 | VA: 97.52 | VL: 3.570e-01 | Norm: 1.33e-01 | time: 1.50e+01 |
| epoch: 5900 | TA: 102.77 | TL: 3.145e-01 | VA: 97.08 | VL: 3.577e-01 | Norm: 1.32e-01 | time: 1.51e+01 |
| epoch: 6000 | TA: 103.89 | TL: 3.146e-01 | VA: 99.82 | VL: 3.574e-01 | Norm: 1.32e-01 | time: 1.51e+01 |
| epoch: 6100 | TA: 102.59 | TL: 3.142e-01 | VA: 98.84 | VL: 3.580e-01 | Norm: 1.30e-01 | time: 1.50e+01 |
| epoch: 6200 | TA: 101.52 | TL: 3.145e-01 | VA: 96.57 | VL: 3.567e-01 | Norm: 1.30e-01 | time: 1.50e+01 |
| epoch: 6300 | TA: 103.18 | TL: 3.142e-01 | VA: 100.35 | VL: 3.570e-01 | Norm: 1.29e-01 | time: 1.50e+01 |
| epoch: 6400 | TA: 102.76 | TL: 3.141e-01 | VA: 98.63 | VL: 3.564e-01 | Norm: 1.28e-01 | time: 1.50e+01 |
| epoch: 6500 | TA: 104.23 | TL: 3.140e-01 | VA: 99.11 | VL: 3.568e-01 | Norm: 1.27e-01 | time: 1.50e+01 |
| epoch: 6600 | TA: 102.64 | TL: 3.139e-01 | VA: 98.85 | VL: 3.568e-01 | Norm: 1.26e-01 | time: 1.50e+01 |
| epoch: 6700 | TA: 102.45 | TL: 3.135e-01 | VA: 98.65 | VL: 3.567e-01 | Norm: 1.25e-01 | time: 1.50e+01 |
| epoch: 6800 | TA: 102.58 | TL: 3.139e-01 | VA: 99.44 | VL: 3.569e-01 | Norm: 1.24e-01 | time: 1.50e+01 |
| epoch: 6900 | TA: 102.23 | TL: 3.135e-01 | VA: 97.39 | VL: 3.568e-01 | Norm: 1.23e-01 | time: 1.49e+01 |
| epoch: 7000 | TA: 102.54 | TL: 3.134e-01 | VA: 97.00 | VL: 3.564e-01 | Norm: 1.22e-01 | time: 1.50e+01 |
| epoch: 7100 | TA: 103.61 | TL: 3.133e-01 | VA: 97.77 | VL: 3.570e-01 | Norm: 1.21e-01 | time: 1.50e+01 |
| epoch: 7200 | TA: 102.78 | TL: 3.127e-01 | VA: 98.54 | VL: 3.568e-01 | Norm: 1.20e-01 | time: 1.49e+01 |
| epoch: 7300 | TA: 103.57 | TL: 3.129e-01 | VA: 98.63 | VL: 3.561e-01 | Norm: 1.19e-01 | time: 1.48e+01 |
| epoch: 7400 | TA: 102.32 | TL: 3.130e-01 | VA: 99.24 | VL: 3.576e-01 | Norm: 1.19e-01 | time: 1.49e+01 |
| epoch: 7500 | TA: 102.42 | TL: 3.127e-01 | VA: 97.37 | VL: 3.564e-01 | Norm: 1.18e-01 | time: 1.49e+01 |
| epoch: 7600 | TA: 101.93 | TL: 3.129e-01 | VA: 99.24 | VL: 3.574e-01 | Norm: 1.17e-01 | time: 1.48e+01 |
| epoch: 7700 | TA: 103.66 | TL: 3.123e-01 | VA: 99.37 | VL: 3.571e-01 | Norm: 1.16e-01 | time: 1.47e+01 |
| epoch: 7800 | TA: 102.20 | TL: 3.126e-01 | VA: 98.30 | VL: 3.564e-01 | Norm: 1.16e-01 | time: 1.47e+01 |
| epoch: 7900 | TA: 102.83 | TL: 3.126e-01 | VA: 97.73 | VL: 3.579e-01 | Norm: 1.15e-01 | time: 1.47e+01 |
| epoch: 8000 | TA: 103.45 | TL: 3.123e-01 | VA: 96.95 | VL: 3.574e-01 | Norm: 1.15e-01 | time: 1.47e+01 |
| epoch: 8100 | TA: 103.94 | TL: 3.121e-01 | VA: 97.21 | VL: 3.584e-01 | Norm: 1.14e-01 | time: 1.47e+01 |
| epoch: 8200 | TA: 103.56 | TL: 3.119e-01 | VA: 97.95 | VL: 3.579e-01 | Norm: 1.14e-01 | time: 1.47e+01 |
| epoch: 8300 | TA: 102.76 | TL: 3.117e-01 | VA: 96.12 | VL: 3.590e-01 | Norm: 1.14e-01 | time: 1.47e+01 |
| epoch: 8400 | TA: 96.05 | TL: 4.102e-01 | VA: 91.32 | VL: 4.520e-01 | Norm: 1.14e-01 | time: 1.48e+01 |
Early stop.
Finished.
Training with penalty:0.00023 seed:1.
The ID for this training is 1658713732.
| epoch:    0 | TA: 64.73 | TL: 7.013e-01 | VA: 45.84 | VL: 7.165e-01 | Norm: 3.88e-03 | time: 1.44e-01 |
| epoch:  100 | TA: 100.05 | TL: 3.593e-01 | VA: 97.32 | VL: 3.809e-01 | Norm: 1.04e-01 | time: 1.45e+01 |
| epoch:  200 | TA: 101.96 | TL: 3.536e-01 | VA: 97.47 | VL: 3.821e-01 | Norm: 1.24e-01 | time: 1.43e+01 |
| epoch:  300 | TA: 102.67 | TL: 3.385e-01 | VA: 100.99 | VL: 3.699e-01 | Norm: 1.30e-01 | time: 1.45e+01 |
| epoch:  400 | TA: 103.20 | TL: 3.349e-01 | VA: 100.16 | VL: 3.685e-01 | Norm: 1.33e-01 | time: 1.45e+01 |
| epoch:  500 | TA: 98.93 | TL: 4.177e-01 | VA: 94.83 | VL: 4.383e-01 | Norm: 1.47e-01 | time: 1.45e+01 |
| epoch:  600 | TA: 99.02 | TL: 4.021e-01 | VA: 95.88 | VL: 4.254e-01 | Norm: 1.52e-01 | time: 1.46e+01 |
| epoch:  700 | TA: 99.02 | TL: 4.008e-01 | VA: 96.26 | VL: 4.256e-01 | Norm: 1.52e-01 | time: 1.46e+01 |
| epoch:  800 | TA: 99.04 | TL: 4.004e-01 | VA: 95.99 | VL: 4.260e-01 | Norm: 1.52e-01 | time: 1.47e+01 |
| epoch:  900 | TA: 98.95 | TL: 4.003e-01 | VA: 96.38 | VL: 4.263e-01 | Norm: 1.53e-01 | time: 1.48e+01 |
| epoch: 1000 | TA: 99.47 | TL: 3.991e-01 | VA: 97.33 | VL: 4.248e-01 | Norm: 1.53e-01 | time: 1.48e+01 |
| epoch: 1100 | TA: 97.48 | TL: 3.989e-01 | VA: 96.17 | VL: 4.253e-01 | Norm: 1.53e-01 | time: 1.48e+01 |
| epoch: 1200 | TA: 98.69 | TL: 3.997e-01 | VA: 97.22 | VL: 4.257e-01 | Norm: 1.52e-01 | time: 1.48e+01 |
| epoch: 1300 | TA: 98.65 | TL: 3.984e-01 | VA: 97.10 | VL: 4.245e-01 | Norm: 1.52e-01 | time: 1.48e+01 |
| epoch: 1400 | TA: 98.62 | TL: 3.983e-01 | VA: 95.01 | VL: 4.244e-01 | Norm: 1.51e-01 | time: 1.49e+01 |
Early stop.
Finished.
Training with penalty:0.00035 seed:1.
The ID for this training is 1658713946.
| epoch:    0 | TA: 64.73 | TL: 7.013e-01 | VA: 45.84 | VL: 7.165e-01 | Norm: 3.88e-03 | time: 1.43e-01 |
| epoch:  100 | TA: 100.75 | TL: 3.592e-01 | VA: 97.89 | VL: 3.873e-01 | Norm: 1.04e-01 | time: 1.46e+01 |
| epoch:  200 | TA: 100.79 | TL: 3.463e-01 | VA: 98.14 | VL: 3.767e-01 | Norm: 1.24e-01 | time: 1.44e+01 |
| epoch:  300 | TA: 101.78 | TL: 3.428e-01 | VA: 98.04 | VL: 3.764e-01 | Norm: 1.31e-01 | time: 1.46e+01 |
| epoch:  400 | TA: 101.16 | TL: 3.425e-01 | VA: 97.87 | VL: 3.768e-01 | Norm: 1.39e-01 | time: 1.46e+01 |
| epoch:  500 | TA: 100.04 | TL: 4.000e-01 | VA: 95.98 | VL: 4.261e-01 | Norm: 1.46e-01 | time: 1.46e+01 |
| epoch:  600 | TA: 98.02 | TL: 3.968e-01 | VA: 96.72 | VL: 4.237e-01 | Norm: 1.48e-01 | time: 1.47e+01 |
| epoch:  700 | TA: 99.35 | TL: 3.954e-01 | VA: 96.74 | VL: 4.232e-01 | Norm: 1.48e-01 | time: 1.47e+01 |
| epoch:  800 | TA: 98.22 | TL: 3.942e-01 | VA: 94.41 | VL: 4.239e-01 | Norm: 1.48e-01 | time: 1.48e+01 |
| epoch:  900 | TA: 98.89 | TL: 3.933e-01 | VA: 94.57 | VL: 4.238e-01 | Norm: 1.47e-01 | time: 1.48e+01 |
| epoch: 1000 | TA: 97.59 | TL: 3.926e-01 | VA: 94.05 | VL: 4.245e-01 | Norm: 1.47e-01 | time: 1.48e+01 |
| epoch: 1100 | TA: 99.05 | TL: 3.918e-01 | VA: 95.36 | VL: 4.240e-01 | Norm: 1.46e-01 | time: 1.49e+01 |
| epoch: 1200 | TA: 100.09 | TL: 3.913e-01 | VA: 95.05 | VL: 4.241e-01 | Norm: 1.46e-01 | time: 1.49e+01 |
| epoch: 1300 | TA: 99.66 | TL: 3.912e-01 | VA: 97.00 | VL: 4.244e-01 | Norm: 1.45e-01 | time: 1.49e+01 |
Early stop.
Finished.
Training with penalty:0.00052 seed:1.
The ID for this training is 1658714154.
| epoch:    0 | TA: 64.73 | TL: 7.013e-01 | VA: 45.84 | VL: 7.165e-01 | Norm: 3.88e-03 | time: 1.46e-01 |
